casenew	weighta	P550tpr	P344pr	P425r	A172	A093r	A094r	A121r	SexHRP	A049r	G018r	G019r	Gorx
10238	6.428125622	886.306812672355	786.79	1	1	1	1	3	1	5	2	3	7
1504	5.164115843	136.3115474	122.73	2	1	4	5	3	1	1	1	1	2
359	4.153152328	375.894605305933	694.769	2	1	4	5	3	1	2	2	1	2
290	5.88570870775	198.322391570439	295.05	1	2	1	3	3	1	1	1	1	10
12483	7.76072304175	487.97201415991	1184.99	1	1	1	1	3	1	3	3	1	9
3986	6.41320249025	486.175351125128	1184.99	1	1	1	1	3	2	4	2	3	10
9702	5.06953260125	488.78	710.08	1	1	1	1	2	1	3	2	2	9
11537	4.23796399525	374.677994707108	1076.99	1	1	1	1	3	1	2	2	1	4
2945	4.8207100605	136.461325913119	2.9	2	1	3	4	3	1	1	1	1	9
14736	4.45958478675	852.660764750933	676.624	2	1	1	2	3	1	2	2	1	7
8923	5.33394248125	109.27	134.31	2	1	4	5	1	2	1	1	1	2
4165	2.60526597375	312.661167324427	564.75	1	1	1	3	3	2	2	1	2	4
4245	6.1661871525	325.486485432486	330.394	2	1	4	5	3	1	2	2	1	6
10781	9.556370024	1012.14842237062	1184.99	1	1	1	1	2	1	2	2	1	7
5477	4.47550177725	786.268479358911	570.0175	1	1	1	1	3	2	1	1	1	1
13458	5.083136357	1141.02558906573	1184.99	1	1	1	1	3	1	4	2	3	7
13178	3.578315062	582.991271570353	1184.99	1	1	1	2	2	1	2	2	1	5
8529	4.0156588045	904.182083984375	1184.99	1	1	2	1	3	2	2	2	1	11
13443	5.512928371	1175	1184.99	1	1	1	1	3	1	4	3	2	11
8097	9.4981028325	703.284288084815	1062.37	1	1	1	1	3	1	5	2	3	7
447	5.078104132	113.23	139.172	2	2	4	5	1	1	1	1	1	5
2247	2.655271009	1175	771.5	1	1	1	2	2	1	5	4	1	8
10556	4.00114413775	487.918722954759	1184.99	1	1	1	1	3	1	3	2	2	5
2486	5.6100215155	824.2563297	416.05	1	1	1	2	3	1	3	3	1	12
10954	4.01913413525	207.049773960395	265.457	1	2	2	2	2	2	1	1	1	2
14336	4.23882414125	221.210006357922	247.304	2	2	4	5	1	1	2	2	1	3
14818	4.52667941775	601.005688121875	1184.99	2	1	4	5	3	1	2	2	1	2
7982	7.14350127325	100.575	253.93	2	1	4	4	1	2	2	2	1	4
14029	3.90390479325	533.295441912358	668.79	1	1	1	1	3	1	2	2	1	2
2867	4.5277588625	279.843371934532	305.704	2	1	4	5	3	2	2	2	1	8
8800	5.97520683925	923.414594589049	1184.99	1	1	1	1	2	1	3	2	2	7
10133	6.47120155525	738.897413778929	948.3	1	1	1	3	3	1	4	3	2	3
2085	3.39246796275	261.654908246274	843.03	1	1	1	1	3	1	3	2	2	3
11007	4.0156588045	272.117326108554	388.68	2	1	4	5	3	1	2	2	1	11
4473	8.56867614675	223.764972615313	300.0645	2	2	4	5	2	2	1	1	1	4
9860	5.73441208625	285.664396735588	514.66	1	1	1	2	3	2	1	1	1	7
5319	7.09035449375	128.855	575.63	1	1	1	2	2	1	3	2	2	9
6082	5.87587874175	247.611948662409	450.917	2	2	4	5	3	2	1	1	1	1
3724	5.4553133405	439.235770202967	702.63	1	1	1	3	3	1	4	2	3	7
6457	3.17651285975	532.892605899824	388.94	1	1	1	1	3	1	4	2	3	2
12994	3.8105918775	1175	1184.99	1	1	1	1	3	2	2	2	1	7
14508	4.4063412515	68.975	240.265	2	2	4	4	1	2	1	1	1	2
10324	4.2999901775	551.98578231674	1058.04	1	1	1	1	3	2	2	2	1	11
10419	3.802957212	192.210226914574	323.61	1	2	3	4	1	2	2	2	1	2
7661	5.37934787475	110.135	90.48	2	2	4	5	1	1	1	1	1	7
1160	6.26920732225	190.68185747363	271.522	2	2	4	5	3	2	1	1	1	3
6315	6.831155961	362.679495250933	774.51	1	1	1	3	3	1	4	3	2	7
8697	9.8345598535	559.047512379959	859.76	1	1	1	3	1	1	4	4	1	7
8218	4.943352984	180.13	232.192	2	2	4	5	1	2	1	1	1	5
14871	5.97942632775	296.500269545868	634.65	1	1	2	1	3	2	2	2	1	8
5749	3.53871080675	770.298805247431	1041.225	1	1	1	1	3	1	3	2	2	2
4703	2.64355264375	689.294443958268	1121.35	1	1	1	1	3	1	3	2	2	10
6064	5.9138223085	483.276937530432	1184.99	1	1	1	1	3	1	2	2	1	8
1684	4.25395471375	533.277028678703	754.87	1	1	1	3	3	1	2	2	1	5
480	5.93797937775	151.135	353.167	2	2	4	5	3	2	1	1	1	10
2853	3.620085142	307.9	313.6	2	1	4	5	1	2	5	2	3	6
2320	3.62027512525	342.701982307826	456.275	2	1	4	5	3	1	2	2	1	3
12773	6.9868926245	155.722666374961	305.002	2	1	4	5	3	1	2	2	1	10
2365	5.27765450725	1156.65963081811	1184.99	1	1	1	1	3	1	2	2	1	11
9442	7.859346332	209.813590823368	383.49	1	1	1	3	2	1	3	2	2	3
11054	4.61446196025	41.8027437634443	176.382	2	2	4	5	1	1	1	1	1	4
10508	7.541419979	692.471989167001	824.89	1	1	1	2	2	1	2	2	1	7
14891	6.99049137975	640.383461538462	367.85	1	1	1	2	2	1	2	2	1	3
13319	5.2446517925	441.582365365353	523.17	1	1	1	1	2	2	2	2	1	11
5009	5.143423522	836.995368472345	805.162	1	1	4	5	3	1	4	4	1	2
10949	4.63639985725	361.659685418209	489.0425	1	1	1	1	3	1	1	1	1	8
9308	3.37443325	383.143736580416	614.16	2	1	4	5	3	1	2	2	1	3
7243	3.239436132	134.355903140399	409.414	2	2	4	5	3	1	2	2	1	5
3773	3.784384726	405.524275653289	678.164	1	1	1	1	3	1	2	2	1	6
14716	4.34961094	144.128460315525	184.27	1	2	2	3	1	2	1	1	1	6
5331	3.93439547425	597.22519422546	1143.2325	1	1	1	1	3	2	1	1	1	5
246	4.24729280525	340.277513461376	383.46	1	1	2	3	2	1	2	2	1	1
3676	6.0169244495	782.35654	918.02	1	1	1	3	3	1	3	3	1	12
2384	6.32397049275	738.788140336686	1184.99	1	1	1	1	3	1	2	2	1	10
834	5.269333822	718.2113568	942.7475	1	1	1	1	3	2	2	2	1	12
2607	3.83017853975	221.38926965345	322.434	2	2	4	5	3	1	2	2	1	5
5486	5.805447097	583.068797037052	410.33	1	1	1	2	3	1	4	2	3	8
6403	5.385280446	222.252284464031	339.1895	2	1	4	5	3	2	1	1	1	9
13735	4.3066935945	405.479198154922	279.69	2	1	2	3	2	2	2	1	2	5
14864	3.226794884	1175	1111.18	2	1	2	1	2	1	2	2	1	4
13334	5.3030943505	128.635	208.922	2	1	4	5	1	2	2	2	1	9
7212	5.74560158875	226.411565755208	140.2395	2	2	4	5	3	1	1	1	1	11
8459	4.4682539995	413.035	885.44	1	1	1	1	2	1	4	2	3	5
6234	6.23689578125	364.403331431859	633.52	1	1	1	2	3	1	1	1	1	3
2918	4.10231489775	349.827536469766	823.92	1	1	1	1	1	1	3	3	1	6
14364	5.09193785425	351.901931817049	980.18	1	1	1	3	3	1	2	2	1	7
6723	5.82552032425	104.78	120.892	2	2	4	5	1	2	1	1	1	9
10576	6.904362622	317.120531122679	906.83	1	2	2	1	1	1	5	2	3	7
14116	4.2850714485	740.246929705871	526.2465	2	1	4	5	3	1	2	2	1	11
4663	4.7661398785	114.995	93	2	1	4	5	1	1	1	1	1	4
3917	5.51743828625	140.49	170.77	2	2	4	5	1	2	1	1	1	2
4905	4.153152328	278.267480666739	371.502	2	2	4	5	3	1	2	2	1	2
14509	3.90151941725	272.564559177867	567.654	2	2	1	2	3	1	2	2	1	2
6952	4.55692091875	326.895601987027	470.235	2	2	2	2	3	1	1	1	1	8
6902	4.2174723015	476.549715207329	1114.86	1	1	1	1	3	1	4	2	3	8
3526	3.8328526355	1175	1184.99	1	1	1	1	3	1	4	2	3	2
3909	4.7346915175	302.736275327335	284.402	2	1	4	5	3	2	1	1	1	11
6146	4.64935150925	237.45740686986	390.674	2	1	4	5	3	1	2	2	1	2
5662	7.0126882015	174.10972365249	223.312	2	2	4	5	3	1	2	2	1	9
13476	5.13928250775	169.085	203.932	2	1	4	5	3	2	2	2	1	9
14681	6.9210849835	453.753491708995	619.826	2	1	2	3	1	1	3	3	1	8
8379	3.84105119425	382.464687268337	450.68	1	1	1	3	1	2	3	2	2	7
8343	4.399036193	274.110660033168	153.002	2	2	4	5	3	1	1	1	1	8
9170	3.637450201	321.199576813656	284.6115	2	1	4	5	3	1	2	2	1	9
2268	8.315457085	614.480267894645	836.395	1	1	1	1	3	2	3	2	2	2
9213	7.070736816	104.185	175.3	2	2	4	4	1	2	3	2	2	6
7866	4.43414197075	660.842968	755.11	1	1	1	3	3	1	3	3	1	12
4793	5.576045066	63.0846153846154	89.42	2	2	4	5	1	2	1	1	1	8
13530	5.49393692625	745.664296520125	1184.99	1	1	1	1	3	1	2	2	1	8
2351	4.9640701905	158.205520112057	236.402	2	2	4	5	3	1	1	1	1	5
354	11.729765851	789.01	1184.99	1	1	1	3	2	1	4	4	1	5
11118	4.153152328	350.489556948203	527.399	2	1	4	5	3	1	2	2	1	2
14175	5.34672001075	409.075801346098	607.82	1	1	1	1	3	1	1	1	1	4
7330	6.87594336	145.009861700731	341.92	2	2	2	3	1	2	3	2	2	11
13602	3.57697284625	1098.39973355355	1184.99	1	1	4	5	3	2	4	2	3	3
1642	4.273653323	169.730433983368	327.1575	1	1	1	2	3	1	1	1	1	9
10825	4.213643115	801.526639397036	959.96	1	2	1	2	3	1	3	2	2	6
11057	4.42245394275	113.13	151.332	2	2	4	5	3	2	1	1	1	9
6726	3.885842536	452.716544055895	1184.99	1	1	1	1	3	1	2	2	1	2
4061	5.074351029	713.482975088783	1184.99	1	1	1	1	3	1	4	2	3	5
14263	3.674624997	432.86096517907	330.452	2	1	4	5	3	2	1	1	1	9
12727	3.1943139415	569.102322116665	483.294	2	1	4	5	3	1	2	2	1	4
13166	4.384246625	274.607073375456	286.752	2	1	4	5	3	2	1	1	1	6
11372	4.106281923	166.920537108702	175.91	1	1	2	2	3	2	1	1	1	2
743	3.578315062	684.848086547884	798.05	1	1	2	1	3	2	2	2	1	5
5100	5.2828702635	102.667650273224	287.382	2	2	4	5	3	1	1	1	1	11
6953	4.40306209425	76.395	120.442	2	2	4	5	1	2	1	1	1	3
8524	3.63512112675	205.916272158945	479.084	2	1	4	5	3	1	2	2	1	4
5828	4.61446196025	117.376262133325	315.312	2	2	4	5	3	1	1	1	1	4
5028	1.377359385	658.143076923077	410.45	2	1	4	5	1	2	5	2	3	10
11065	4.820499811	693.510193262029	807.605	1	1	3	1	3	2	4	2	3	7
2479	5.20595827125	610.456946794738	1049.56	1	1	1	3	3	1	2	2	1	4
13446	7.00533464025	681.390368445465	1083.12	1	1	4	5	3	1	5	4	2	5
4929	3.78392531	525.446607258008	1024.5775	1	1	1	2	3	1	4	4	1	3
8624	2.95175418975	849.791902771363	1184.99	1	1	1	1	3	1	2	2	1	10
8429	3.6113386205	468.199732220545	862.005	2	1	4	5	3	2	1	1	1	4
2725	3.4044313555	611.885	189.45	2	2	4	5	2	2	3	1	3	7
1653	4.60297485475	501.737883329146	1043.14	1	1	1	1	3	2	2	2	1	4
13816	6.39902646925	108.614352305671	227.794	2	2	4	5	3	2	2	2	1	7
13244	4.21495832825	111.280066060163	433.13	1	2	1	3	3	1	1	1	1	3
4217	4.26191068975	731.325275939457	1184.99	1	1	1	1	3	1	4	2	3	9
11989	8.59234944575	454.2990936189	318.24	1	1	2	3	3	1	4	3	2	4
2457	5.0704769895	543.987920859301	1184.99	1	1	1	1	3	2	2	2	1	1
10477	3.95067695625	175.528154151913	289.3	1	2	1	3	3	2	1	1	1	2
12654	5.20769556325	399.295514952746	1184.99	1	1	2	1	2	2	4	2	3	7
6672	4.49988366425	288.503085771277	253.282	2	2	4	5	1	2	1	1	1	11
86	3.97490865025	722.843204223224	464.01	2	1	4	5	3	1	2	2	1	10
14432	5.25683197275	157.105953460499	306.234358974359	1	1	1	3	3	1	1	1	1	8
3361	5.24649655025	101.21	89.977	2	2	4	5	1	2	1	1	1	6
14847	5.0042866855	763.334014201888	987.15	1	1	1	4	3	1	2	2	1	2
14468	5.22085721575	819.59957395891	746.83	1	1	2	1	3	1	2	2	1	10
6078	5.842504237	900.91698685046	1184.99	1	1	1	1	3	1	1	1	1	5
1934	6.60132863675	101.046825528404	140	2	2	4	5	1	1	1	1	1	11
7641	3.40081584925	1175	1184.99	1	1	1	1	2	1	4	2	3	9
12332	5.544873812	181.793781895177	160.482	2	2	4	5	1	2	1	1	1	3
3676	3.92048888525	257.402641095794	929.68	1	1	2	2	3	2	1	1	1	3
13803	5.35495821425	419.47002928716	1184.99	1	1	1	1	3	1	3	2	2	7
11065	5.81706841875	107.625	257.882	2	2	4	5	1	1	1	1	1	8
11481	3.226794884	520.055208400617	795.48	1	1	1	3	3	1	2	2	1	4
13427	5.78161637825	1175	1184.99	1	1	1	1	3	1	4	2	3	7
4509	5.04424998725	251.219618834269	253.95	2	1	2	3	3	2	3	1	3	2
14008	4.90796291675	101.055	269.482	2	1	4	5	1	1	1	1	1	6
10458	6.49488804275	271.433049245222	404.729	2	1	4	5	3	1	3	3	1	2
11603	3.286793093	148.069040983964	416.124	1	2	1	2	3	1	2	2	1	3
2258	5.90033256925	400.525	444.750397435897	1	1	1	1	3	1	2	2	1	12
10617	6.42482101825	589.504076437904	720.08	1	1	1	3	2	1	2	2	1	6
8706	4.5896969325	533.885575954141	724.74	1	1	1	1	3	2	3	1	3	6
6709	4.24331711775	1080.15169030014	1184.99	1	1	1	1	3	1	4	2	3	9
14550	3.92416020825	411.464613038884	1166.995	1	1	1	1	3	1	5	2	3	8
4276	6.39290104375	247.645823809779	175.78	2	1	4	5	3	1	2	2	1	7
915	4.54936061225	151.957291704072	187.642	2	1	4	5	3	1	1	1	1	8
10661	3.7714079885	688.138841685776	1184.99	1	1	1	1	1	1	4	2	3	1
3177	4.7377073625	158.507543285379	437.506666666667	1	2	1	3	3	2	1	1	1	4
539	7.8379398815	175.005086144521	410.81	1	1	1	1	3	1	1	1	1	11
1856	3.946263691	45.9131646667657	155.962	2	2	4	5	1	2	1	1	1	9
14680	8.7229333705	374.683102305888	1184.99	1	1	1	1	3	1	3	3	1	2
6986	6.386499987	40.06	91.92	2	1	4	5	1	1	1	1	1	11
12067	5.9138223085	674.987732114838	1184.99	1	1	1	1	3	2	2	2	1	8
12291	3.3676331845	541.200065406251	626.26	1	1	2	1	3	2	5	1	3	7
4503	3.54725337525	232.811841473179	552.72	1	1	2	1	3	2	1	1	1	9
2557	5.01099871825	371.084134645645	337.05	2	1	1	2	3	1	5	4	3	5
10800	5.55153722625	837.510225940317	946.2975	1	1	1	1	2	2	2	2	1	9
11321	3.62027512525	488.330695523297	915.405	1	2	1	3	1	1	2	2	1	3
13325	3.7619186385	302.110936828559	501.72	1	2	1	3	3	1	2	2	1	3
9270	3.0453932445	745.961095658637	817.7725	1	1	1	1	2	1	4	2	3	3
9852	4.17463557025	285.690807142245	267.52	2	2	4	3	3	1	1	1	1	4
10515	5.5715700725	477.1838217	592.945	1	1	1	4	3	1	1	1	1	8
11618	5.12877087025	241.285928685668	426.45	1	2	1	3	2	1	1	1	1	2
13185	7.188894179	147.033593970626	151.89	2	2	4	5	3	2	1	1	1	8
11880	5.670644635	749.830132987647	1161.78	1	1	1	4	3	1	2	2	1	6
11453	5.2722265215	135.866102795463	265.4	2	2	4	5	3	1	2	2	1	7
3972	4.09628255725	545.541034540753	566.59	2	1	1	1	3	1	2	2	1	6
5793	5.171333521	354.272623096976	500.14	1	1	1	1	3	1	1	1	1	11
11611	5.38487592975	469.983639511943	308.3645	2	1	4	4	2	2	1	1	1	11
12615	4.8718223035	438.947554506284	153.85	2	1	4	5	2	1	1	1	1	8
2153	4.27937399575	144.86135920398	271.4	2	2	2	3	3	2	1	1	1	8
9027	3.63600953225	155.82	126.46	2	1	3	3	1	2	3	1	3	8
9884	3.50941077175	176.300637988658	291.372	2	2	4	5	3	2	1	1	1	9
9733	4.772122148	156.256453827568	396.4865	2	2	4	5	3	1	2	2	1	5
5913	4.253103944	278.016126777741	575.6495	2	1	4	5	3	2	1	1	1	2
9106	4.7742973825	434.070262015519	344.52	1	1	1	1	3	2	1	1	1	5
1849	4.57695812925	168.41006146714	150.54	2	1	3	4	1	1	2	1	2	9
12592	4.3161534045	664.286904804	1184.99	1	1	1	1	3	1	4	2	3	6
9939	4.20914053825	212.866509890593	360.44	2	1	4	3	3	1	2	2	1	3
4427	16.00000000225	621.17425401775	813.8	1	1	1	3	2	1	2	2	1	7
496	3.167528015	889.056177972648	1184.99	1	2	1	1	3	2	3	3	1	4
9280	4.6688439645	457.938689852711	903.03	1	1	1	1	3	1	4	2	3	2
8381	3.59894755625	90.8307692307692	125.79	2	1	4	5	1	2	2	1	2	9
7585	5.34899347	931.517396580196	1184.99	1	1	1	1	3	1	4	4	1	8
6692	5.22996516	506.665	1040	1	2	1	3	2	1	3	3	1	12
4188	5.301646423	386.485589282375	662.992	1	1	1	3	3	1	3	3	1	5
12165	4.7988255175	189.601956321563	420.902	1	1	4	5	3	2	2	2	1	9
5116	4.36147585175	163.312528965517	125.424	2	2	4	5	3	1	2	2	1	2
7738	3.80063734975	382.042701063796	776.7	1	1	1	3	3	1	4	2	3	9
425	5.312131115	135.050059729064	187.382	2	2	4	5	2	2	1	1	1	5
11952	3.95348748525	375.429701030529	669.36	1	1	1	3	3	1	2	2	1	11
203	3.7878901285	408.129509182694	325.78	1	1	1	2	3	1	3	3	1	11
9175	5.25636211725	428.545297320297	192.815	1	1	1	2	3	1	1	1	1	9
414	5.72053816475	167.39	199.7	2	1	4	5	1	2	3	1	3	2
7093	10.70717696025	272.421064794637	430	2	2	4	4	2	1	4	4	1	8
8145	6.80265201075	642.442479285947	526.13	1	1	1	2	3	1	4	2	3	7
10901	5.00049079875	625.3856855	1073.69	1	1	2	1	3	2	3	2	2	12
1194	3.405599449	489.098056505005	617.389	2	1	4	5	3	1	2	2	1	1
11915	5.521552573	93.785	136.922	2	2	4	5	1	1	1	1	1	2
12222	4.46129456975	561.893585416885	725.41	2	1	4	5	3	1	2	2	1	8
12710	8.2531478735	752.778467569347	1184.99	1	1	1	3	3	2	3	3	1	9
7306	2.63850558975	701.336270474086	117.91	2	1	4	2	3	2	3	3	1	2
11502	6.64658548025	617.344818027586	793.2525	1	1	4	5	3	1	2	2	1	7
14059	4.75140921525	512.625865380815	611.79	1	1	1	3	2	1	4	2	3	9
5148	3.578315062	406.386212766813	734.2	1	1	1	2	3	1	2	2	1	5
10628	5.6299645495	153.975	206.822	2	2	4	5	3	1	1	1	1	6
10104	5.50046836525	505.754284725305	1149.66	1	1	1	1	3	1	2	2	1	11
1907	4.6912840825	709.368326719714	1184.99	1	1	1	1	2	1	2	2	1	8
13462	4.802598854	477.247460047431	719.6125	1	1	1	1	3	2	3	2	2	2
5747	9.637066899	501.518903095647	511.72	1	1	1	1	2	1	2	2	1	10
9320	3.784384726	300.227591708871	244.5895	2	1	4	5	3	1	2	2	1	6
6732	8.58942291275	417	389.24	2	1	2	4	2	2	3	3	1	11
9111	6.547913237	713.504928090315	980.13	1	1	1	1	3	1	3	2	2	8
745	5.02546348525	214.582118942231	348.0765	2	1	4	5	3	1	2	2	1	10
6410	3.9220372915	271.923004619976	286.844	2	2	4	5	3	1	2	2	1	6
308	5.2723972905	267.458024452186	191.67	2	1	4	5	3	2	1	1	1	10
7579	4.0111877935	514.22640001235	639.77	1	1	1	3	2	1	3	2	2	9
13967	6.86684159375	153.635	338.682	2	2	4	5	1	2	2	2	1	2
11732	6.01526825475	435.118119992163	692.04	1	1	1	2	3	1	4	2	3	1
13485	4.07000072225	539.186986033737	1165.67	1	1	1	1	3	1	3	3	1	9
10076	3.7772020095	810.62132755589	266.165	1	1	1	2	3	2	1	1	1	3
8192	5.29796105875	230.080095329956	122.352	2	2	4	5	2	2	1	1	1	1
9297	4.40639470325	241.895912151364	233.85	1	1	2	3	1	2	2	2	1	6
5572	5.475489621	257.175	490.3	1	1	2	3	1	2	4	2	3	4
1426	4.927271667	463.134930046368	764.83	1	1	1	2	3	2	4	2	3	6
12565	6.5948887745	536.550671650347	632.82	1	1	1	1	2	2	2	2	1	7
9548	4.96625012525	823.6581688	1184.99	1	1	1	1	3	1	4	2	3	12
6512	4.521656473	721.009118902297	1184.99	1	1	1	1	3	2	2	2	1	10
706	6.82696705425	198.791821449909	843.69	1	2	1	2	1	1	2	2	1	8
7953	5.0304707095	518.44	586.7	2	1	4	5	3	2	3	3	1	12
166	8.6515664395	628.31751237996	1184.99	1	1	2	1	3	1	3	3	1	7
4698	3.1852151875	467.192549060123	487.52	2	1	2	3	3	2	3	1	3	10
14459	2.57380255325	554.005870515837	947.282	1	1	1	2	1	2	3	3	1	6
14373	4.94009968475	98.1236795081967	135.002	2	2	4	5	1	1	1	1	1	5
9450	5.7841594875	275.356291516961	571.225	1	1	1	3	3	1	1	1	1	6
14076	3.302718399	548.090578827568	445.7675	1	1	2	2	3	2	2	2	1	5
5971	5.1512248265	1175	1184.99	1	1	1	1	3	1	3	3	1	6
1902	3.350527151	273.239037471759	365.1	2	1	2	3	1	2	4	2	3	5
14091	9.34378700175	63.59	220.042	2	2	4	5	1	2	1	1	1	7
1490	3.62078399025	416.684125235666	526.444	2	2	2	1	3	2	2	2	1	9
11814	4.02275005775	78.66	137.29	2	2	4	5	3	2	1	1	1	6
9225	3.909833293	1108.12366515997	1184.99	1	1	3	4	3	1	4	4	1	6
10531	6.8117595025	352.930312459453	797.77	1	1	1	1	1	2	2	2	1	7
13126	3.2897921545	149.773387328741	74.942	2	1	4	5	1	2	1	1	1	11
14942	4.6688439645	283.000812738028	682.05	1	1	1	2	3	1	4	2	3	2
1195	4.0007118135	435.494275931735	474.93	2	1	4	5	1	2	5	2	3	3
7603	3.726013246	194.168637618533	398.154	2	2	4	5	3	1	2	2	1	8
13327	5.77264452	293.709336478183	725.68	1	1	3	4	2	2	4	3	2	9
4924	7.45329163975	361.887038000533	571.712307692308	1	1	1	3	2	1	1	1	1	4
10584	4.69987565175	327.27721571025	622.059	2	1	4	5	3	1	2	2	1	7
12166	3.648849648	278.236775700491	316.18	1	1	4	5	1	2	2	2	1	5
11599	5.49496238725	717.284066421698	1076.905	1	1	2	1	2	2	2	2	1	1
5257	6.31409829025	301.980413844326	293.420256410256	1	1	1	1	2	1	1	1	1	2
6791	5.20423021475	488.61315950544	207.172	2	1	4	5	3	2	1	1	1	8
8711	6.852576765	870.109323461683	631.46	2	1	1	3	2	1	5	2	3	7
14109	4.8917505825	219.418086788894	0	2	1	4	5	3	1	1	1	1	6
14942	3.72865207125	597.801781738892	267.5465	2	1	4	5	3	1	2	2	1	2
13405	3.8147809235	1014.99794359875	451.24	1	1	1	2	1	2	3	2	2	11
6702	4.67275462275	296.185428961602	645.621538461539	1	1	1	1	3	2	1	1	1	7
9855	3.50846796225	552.930758940695	508.152	2	1	4	5	3	1	2	2	1	1
1018	5.18514776375	1175	1184.99	1	1	4	5	3	2	2	2	1	6
1903	4.7346915175	104.031365437158	242.252	2	2	4	5	3	2	1	1	1	11
2211	4.5450712625	485.336198138298	575.514	2	1	4	5	3	1	2	2	1	11
6282	4.26504819725	873.878202649007	1184.99	1	1	1	1	3	1	2	2	1	9
1032	5.20423021475	966.504213237438	336.64	2	1	4	5	2	2	1	1	1	8
4090	5.996681684	201.944345854922	141.94	2	2	4	4	1	2	2	1	2	11
12699	5.35858237925	272.219871846491	447.148717948718	2	1	2	3	1	2	4	2	3	6
9792	6.83932843125	70.805	132.3	2	2	3	4	1	1	2	1	2	4
10999	4.4331576795	192.0373074943	249.45	1	2	2	3	3	1	1	1	1	5
14521	5.726689174	334.785058367443	762.53	1	2	1	1	2	1	1	1	1	11
9033	4.62422974025	216.956257700038	582.3	1	1	1	2	3	1	3	2	2	4
7370	5.2572615085	437.8300500949	426.96	1	1	1	1	3	2	1	1	1	6
6462	4.678694034	255.300510708318	301.75	2	1	4	5	3	1	2	2	1	9
14787	4.6264033545	138.264400683431	155.752	2	2	4	5	3	2	1	1	1	4
6382	5.99126764775	414.427740749961	578.88	1	1	1	2	3	1	3	2	2	10
14336	3.226794884	380.490230040176	354.922	2	2	4	5	1	1	2	2	1	4
8510	5.69175933925	206.59507046535	227.062	2	1	4	4	3	2	1	1	1	7
12170	6.46789927825	884.376707068438	1184.99	1	1	1	1	3	2	2	2	1	7
8312	3.61524548025	606.564373727674	608.2	1	1	1	3	3	1	2	2	1	6
10641	5.26630835825	1175	1184.99	1	1	1	1	3	1	2	2	1	9
5936	3.60032675125	840.320853846544	1083.7725	2	1	4	5	3	1	2	2	1	6
7401	5.55581830025	103.53300378265	170.83	2	2	4	5	3	1	1	1	1	5
8907	4.354277173	432.752161834835	512.132	1	1	1	3	1	1	2	2	1	11
4071	5.151483666	88.3847597103357	94.85	2	1	4	4	1	2	1	1	1	11
13731	4.59814661	331.548999380484	692	1	1	1	3	3	1	2	2	1	8
3541	5.783288219	627.640911281028	1184.99	1	1	1	1	3	2	3	3	1	2
13643	4.280021213	751.608887498305	722.1	1	1	1	2	3	1	3	2	2	8
9345	4.793532813	186.892921732936	357.872	2	2	2	3	2	2	2	2	1	1
2209	3.56994666825	150.635	221.5	2	1	3	5	1	2	5	1	3	5
4646	4.60193702475	665.533781287736	593.532	1	1	1	1	2	1	2	2	1	9
14650	4.10970488325	355.88	365.804	2	2	4	5	1	1	2	2	1	2
13177	9.4290518875	455.15	387.32	2	1	4	4	2	1	4	4	1	4
8499	4.90374902175	741.090875136612	1184.99	1	1	1	1	3	1	5	3	3	11
10053	3.9253082955	175.766983078745	532.6775	2	2	4	5	3	1	2	2	1	4
7010	3.7717590175	44.7415025357656	144.73	2	2	4	5	1	2	1	1	1	11
11185	5.81294022625	672.387609614828	1042.19	1	1	1	4	3	1	4	2	3	5
14397	3.566817539	395.141162206345	394.96	2	2	2	1	2	2	4	1	3	9
10065	4.70418731575	403.975823929272	687.815	1	1	1	1	3	2	2	2	1	6
2864	4.9114693215	409.049310344828	214.7	2	2	4	5	1	2	3	1	3	10
5607	4.470207266	1175	1184.99	1	1	1	2	3	1	2	2	1	2
12673	4.83647455525	69.0789414692077	176.092	2	2	4	4	1	1	1	1	1	7
4174	3.2452640095	463.001308274293	1184.99	1	1	1	4	3	2	2	2	1	10
14968	4.0525890605	406.135	202	2	1	3	5	2	2	3	1	3	5
5255	2.90555833325	282.205569965705	241.7	2	1	2	3	2	2	2	1	2	9
11536	3.22702280575	174.085	250.39	2	1	4	5	3	2	2	2	1	12
13424	6.0430376125	645.773401230203	673.212	1	1	1	1	3	2	4	3	2	2
3357	3.922492229	238.676300194402	117.53	2	1	1	1	1	2	1	1	1	8
6992	3.914084331	261.508629877007	502.154	1	1	1	3	3	1	2	2	1	8
12081	5.034944962	468.525509163807	1184.99	1	1	1	1	3	1	3	2	2	11
3331	3.82441928375	242.523163	277.1	2	2	4	4	3	2	4	1	3	12
12256	4.46629953875	514.566401143748	410.94	2	1	4	5	3	1	2	2	1	8
3501	3.90390479325	278.28793273155	369.7	2	2	2	3	3	1	2	2	1	2
9254	7.27564951075	392.35019291064	1032.0625	1	1	1	1	3	1	2	2	1	4
543	7.5692412655	693.317084089745	1184.99	2	1	1	2	3	2	4	3	2	7
6113	4.45113112975	60.94	91.8	2	1	4	5	3	2	1	1	1	5
2390	6.00809858125	1086.54177994791	1184.99	1	1	1	1	3	2	3	3	1	7
6432	8.36564896325	204.433332760669	280.2625	2	1	4	5	3	1	3	3	1	6
7967	4.78831010175	119.855	260.882	2	2	4	5	3	1	1	1	1	4
7517	2.259240055475	665.675	344.782	2	1	4	5	1	2	3	1	3	9
